week_number,weekly_max_temperature,weekly_min_temperature,weekly_avg_temperature,weekly_max_irradiance,weekly_min_irradiance,weekly_avg_irradiance,weekly_max_cloud_cover,weekly_min_cloud_cover,weekly_avg_cloud_cover
1,23.5,6.0,13.14,838.0,0.0,214.05,100,0,32.23
2,15.1,4.1,10.49,747.0,0.0,166.64,100,4,69.24
3,20.1,4.2,11.46,881.0,0.0,214.39,100,0,40.85
4,29.0,5.3,13.25,940.0,0.0,239.67,100,0,28.16
5,29.0,9.4,18.25,968.0,0.0,281.57,100,0,24.58
6,26.6,10.6,17.37,958.0,0.0,283.54,100,0,52.2
7,29.6,10.1,15.76,1000.0,0.0,253.76,100,0,60.37
8,29.5,11.0,15.77,1005.0,0.0,213.42,100,0,61.72
9,33.6,8.1,17.36,1007.0,0.0,265.58,100,0,45.29
10,27.6,11.8,18.33,1007.0,0.0,309.21,100,0,33.65
11,24.8,11.4,17.31,992.0,0.0,260.68,100,0,50.71
12,24.7,9.9,17.06,1017.0,0.0,276.77,100,0,49.88
13,29.9,11.2,19.01,1026.0,0.0,323.13,100,0,34.85
14,27.4,13.0,19.49,1007.0,0.0,324.05,100,0,26.32
15,30.5,11.4,19.48,1031.0,0.0,319.48,100,0,38.25
16,36.4,14.1,23.61,1007.0,0.0,327.98,100,0,32.29
17,30.5,14.4,21.79,1008.0,0.0,298.33,100,0,32.66
18,29.6,15.3,22.6,983.0,0.0,307.05,100,0,32.88
19,30.7,15.3,23.34,1007.0,0.0,322.79,100,0,14.2
20,30.6,17.1,23.78,957.0,0.0,314.04,99,0,18.73
21,32.1,17.4,23.99,975.0,0.0,285.64,100,0,57.07
22,32.6,15.6,23.69,977.0,0.0,293.45,100,0,34.95
23,34.7,16.0,23.91,984.0,0.0,315.62,100,0,15.46
24,32.2,17.3,25.32,958.0,0.0,284.84,100,0,14.54
25,32.1,17.5,22.23,919.0,0.0,196.91,100,0,65.27
26,35.7,15.2,24.8,941.0,0.0,280.83,100,0,21.4
27,35.0,16.5,23.88,914.0,0.0,249.78,100,0,35.68
28,34.1,18.7,25.82,890.0,0.0,259.75,100,0,14.02
29,32.5,14.2,21.91,902.0,0.0,257.97,100,0,25.18
30,35.7,14.3,23.6,870.0,0.0,227.42,100,0,28.88
31,34.8,12.5,22.43,857.0,0.0,216.14,100,0,42.91
32,29.0,11.5,19.41,791.0,0.0,150.32,100,0,66.04
33,30.7,7.3,17.62,785.0,0.0,205.65,100,0,10.19
34,23.6,7.9,15.76,724.0,0.0,159.92,100,0,50.77
35,31.7,8.9,18.25,688.0,0.0,166.05,100,0,35.27
36,26.4,11.3,17.75,661.0,0.0,163.54,100,0,46.61
37,33.2,10.1,20.2,654.0,0.0,169.15,100,0,20.21
38,28.8,10.3,17.07,652.0,0.0,148.7,100,0,65.9
39,28.9,7.3,17.79,632.0,0.0,151.72,100,0,19.12
40,27.1,9.3,16.57,602.0,0.0,140.77,100,0,28.54
41,20.0,4.9,12.87,585.0,0.0,107.58,100,0,47.75
42,19.7,2.8,10.37,593.0,0.0,109.13,100,0,40.84
43,18.5,3.7,12.16,587.0,0.0,91.89,100,0,89.96
