week_number,weekly_max_temperature,weekly_min_temperature,weekly_avg_temperature,weekly_max_irradiance,weekly_min_irradiance,weekly_avg_irradiance,weekly_max_cloud_cover,weekly_min_cloud_cover,weekly_avg_cloud_cover
1,25.0,5.3,13.61,838.0,0.0,211.51,100,0,30.57
2,15.1,5.3,10.95,787.0,0.0,180.9,100,0,63.45
3,18.5,2.5,11.44,876.0,0.0,219.06,100,0,44.46
4,29.0,5.2,13.28,936.0,0.0,244.36,100,0,27.54
5,30.3,8.6,17.64,968.0,0.0,278.53,100,0,31.32
6,23.8,11.1,16.66,955.0,0.0,280.49,100,0,54.14
7,29.4,10.4,15.54,997.0,0.0,249.61,100,0,62.12
8,27.5,9.8,15.71,1002.0,0.0,214.1,100,0,72.7
9,30.0,7.3,16.44,1006.0,0.0,270.47,100,0,45.14
10,24.0,11.8,17.49,998.0,0.0,302.71,100,0,37.43
11,22.0,11.4,16.75,981.0,0.0,255.36,100,0,55.39
12,22.6,9.9,16.86,1013.0,0.0,281.05,100,0,50.7
13,28.5,10.9,18.49,1023.0,0.0,321.14,100,0,39.17
14,24.0,12.4,18.29,1002.0,0.0,318.98,100,0,36.89
15,27.4,11.6,18.76,1028.0,0.0,315.13,100,0,42.55
16,32.0,14.6,22.02,1006.0,0.0,325.49,100,0,37.27
17,27.4,14.3,20.36,1007.0,0.0,299.82,100,0,46.12
18,27.1,15.6,21.19,973.0,0.0,300.85,100,0,43.49
19,28.5,15.9,21.99,1005.0,0.0,321.14,100,0,22.57
20,27.6,17.1,22.59,957.0,0.0,314.17,100,0,21.67
21,29.1,18.2,23.05,965.0,0.0,286.89,100,0,58.83
22,28.4,15.4,21.93,977.0,0.0,290.11,100,0,42.59
23,29.9,15.6,22.37,982.0,0.0,315.89,100,0,16.33
24,30.0,16.8,23.69,947.0,0.0,285.41,100,0,16.41
25,30.7,17.8,22.08,914.0,0.0,197.14,100,0,61.9
26,31.2,15.6,22.71,935.0,0.0,278.64,100,0,27.71
27,31.0,16.6,22.57,913.0,0.0,247.13,100,0,48.61
28,31.0,17.7,23.92,881.0,0.0,259.35,100,0,20.2
29,28.5,14.8,20.82,898.0,0.0,253.2,100,0,38.24
30,30.5,14.3,21.81,866.0,0.0,225.59,100,0,34.45
31,33.5,10.8,21.34,853.0,0.0,211.0,100,0,48.1
32,28.4,10.2,19.17,790.0,0.0,145.88,100,0,68.1
33,30.6,6.7,17.11,766.0,0.0,197.11,100,0,9.72
34,21.5,6.4,14.9,703.0,0.0,157.87,100,0,52.44
35,30.0,9.0,17.78,672.0,0.0,158.57,100,0,36.49
36,24.0,10.8,16.69,651.0,0.0,156.12,100,0,48.98
37,33.4,10.4,19.21,645.0,0.0,166.02,100,0,20.85
38,30.1,9.6,16.41,646.0,0.0,146.77,100,0,65.42
39,28.1,5.7,17.32,627.0,0.0,151.62,100,0,18.14
40,24.6,8.7,15.26,599.0,0.0,138.43,100,0,27.79
41,20.4,4.0,12.64,580.0,0.0,107.57,100,0,49.68
42,18.7,1.9,10.31,590.0,0.0,108.71,100,0,42.8
43,17.4,0.5,11.86,582.0,0.0,90.82,100,0,90.59
44,17.5,5.3,11.04,589.0,0.0,90.37,100,0,63.21
45,19.6,0.8,11.31,595.0,0.0,143.17,100,0,34.95
46,25.1,8.0,16.53,604.0,0.0,109.89,100,0,83.33
47,22.1,6.5,14.04,629.0,0.0,141.36,100,0,31.56
48,21.5,3.7,13.19,674.0,0.0,157.49,100,0,33.36
49,23.1,3.1,12.47,708.0,0.0,168.58,100,0,27.4
50,31.2,6.8,19.25,756.0,0.0,200.32,100,0,6.11
51,25.5,3.4,12.8,771.0,0.0,191.94,100,0,26.35
52,22.6,0.9,10.43,810.0,0.0,184.55,100,0,50.22
53,26.1,5.3,13.91,829.0,0.0,207.57,100,0,41.46
54,22.5,3.8,12.53,870.0,0.0,237.52,100,0,13.07
55,24.0,7.7,15.41,882.0,0.0,246.27,100,0,37.6
