week_number,weekly_max_temperature,weekly_min_temperature,weekly_avg_temperature,weekly_max_irradiance,weekly_min_irradiance,weekly_avg_irradiance,weekly_max_cloud_cover,weekly_min_cloud_cover,weekly_avg_cloud_cover
1,21.8,4.9,12.16,855.0,0.0,223.03,100,0,31.98
2,13.7,2.2,8.21,759.0,0.0,162.3,100,10,73.18
3,19.4,2.3,10.11,899.0,0.0,216.46,100,0,35.7
4,27.0,4.9,11.63,958.0,0.0,240.96,100,0,30.64
5,27.5,9.9,18.38,979.0,0.0,291.57,95,0,12.04
6,26.1,9.9,17.1,974.0,0.0,292.43,100,0,35.11
7,27.0,7.2,14.29,1019.0,0.0,278.25,100,0,56.67
8,29.1,9.1,14.59,1021.0,0.0,248.71,100,0,58.98
9,32.6,6.8,16.39,1019.0,0.0,276.21,100,0,42.11
10,28.1,10.6,18.16,1021.0,0.0,330.14,100,0,20.9
11,24.5,10.2,16.67,1042.0,0.0,296.69,100,0,41.43
12,23.8,7.6,15.34,1040.0,0.0,300.0,100,0,45.83
13,30.5,11.2,19.06,1044.0,0.0,342.62,100,0,20.18
14,28.2,12.1,20.2,1029.0,0.0,341.66,97,0,14.39
15,31.1,10.6,19.84,1055.0,0.0,341.69,100,0,36.1
16,38.2,18.9,26.38,1022.0,0.0,331.14,100,0,30.0
17,32.6,15.6,23.68,1033.0,0.0,308.82,100,0,21.75
18,31.4,16.5,24.44,986.0,0.0,316.7,100,0,27.54
19,31.5,18.1,25.61,1017.0,0.0,330.37,87,0,13.51
20,31.5,18.5,24.81,971.0,0.0,315.79,99,0,20.7
21,32.8,17.5,24.98,968.0,0.0,287.38,100,0,57.7
22,34.3,17.7,25.89,994.0,0.0,297.25,100,0,30.26
23,36.0,18.0,26.7,996.0,0.0,324.51,65,0,3.14
24,33.8,17.6,26.13,954.0,0.0,282.88,99,0,16.43
25,31.5,15.4,21.46,930.0,0.0,236.41,100,0,61.3
26,36.8,15.1,27.15,977.0,0.0,288.8,100,0,15.46
27,35.7,16.1,24.22,929.0,0.0,270.12,100,0,25.02
28,35.4,19.5,27.37,902.0,0.0,262.88,94,0,12.0
29,33.8,15.4,23.24,923.0,0.0,274.24,61,0,5.61
30,36.1,15.2,24.32,888.0,0.0,234.93,100,0,25.14
31,33.2,13.9,21.89,874.0,0.0,236.89,100,0,41.49
32,29.5,10.6,18.36,812.0,0.0,171.57,100,0,63.24
