week_number,weekly_max_temperature,weekly_min_temperature,weekly_avg_temperature,weekly_max_irradiance,weekly_min_irradiance,weekly_avg_irradiance,weekly_max_cloud_cover,weekly_min_cloud_cover,weekly_avg_cloud_cover
1,24.9,6.8,13.84,843.0,0.0,214.26,100,0,31.95
2,15.9,5.8,11.14,745.0,0.0,188.11,100,1,60.8
3,19.8,4.6,11.69,898.0,0.0,221.69,100,0,35.53
4,29.5,7.4,13.91,946.0,0.0,242.65,100,0,29.93
5,31.1,9.9,18.06,966.0,0.0,282.9,100,0,23.82
6,25.2,10.2,16.57,966.0,0.0,279.38,100,0,54.42
7,31.0,10.4,15.99,983.0,0.0,266.14,100,0,54.25
8,27.6,11.1,15.84,1008.0,0.0,229.11,100,0,61.33
9,29.9,9.1,17.39,1011.0,0.0,271.73,100,0,44.66
10,23.6,12.2,17.36,1007.0,0.0,311.21,100,0,33.81
11,22.1,11.4,16.69,990.0,0.0,263.97,100,0,52.82
12,23.0,9.6,16.87,1023.0,0.0,281.14,100,0,51.77
13,27.8,11.6,18.03,1028.0,0.0,326.43,100,0,31.38
14,24.0,12.7,18.19,1015.0,0.0,326.54,100,0,24.31
15,26.4,12.1,18.81,1041.0,0.0,317.67,100,0,39.8
16,33.0,15.1,21.71,1008.0,0.0,323.96,100,0,30.14
17,26.0,14.7,20.55,1012.0,0.0,299.86,100,0,35.3
18,26.3,16.0,21.06,981.0,0.0,307.76,100,0,34.14
19,27.6,16.0,21.8,1007.0,0.0,323.59,100,0,17.74
20,27.8,17.0,22.54,958.0,0.0,314.09,98,0,19.21
21,29.3,18.0,22.81,966.0,0.0,281.66,100,0,55.49
22,30.9,16.2,23.05,981.0,0.0,299.98,100,0,34.18
23,31.3,16.3,22.33,984.0,0.0,314.36,100,0,15.03
24,30.2,16.9,23.95,952.0,0.0,287.46,100,0,16.18
25,30.0,18.5,22.04,919.0,0.0,194.94,100,0,67.29
26,32.9,15.8,23.66,935.0,0.0,283.19,100,0,24.07
