week_number,weekly_max_temperature,weekly_min_temperature,weekly_avg_temperature,weekly_max_irradiance,weekly_min_irradiance,weekly_avg_irradiance,weekly_max_cloud_cover,weekly_min_cloud_cover,weekly_avg_cloud_cover
1,20.6,7.1,13.01,837.0,0.0,191.43,100,0,41.14
2,15.3,5.9,11.36,821.0,0.0,187.36,100,0,57.25
3,18.1,5.3,12.4,897.0,0.0,248.21,100,0,27.89
4,26.7,7.7,14.39,941.0,0.0,249.2,100,0,25.6
5,28.9,9.2,17.36,963.0,0.0,274.49,100,0,38.19
6,22.0,11.8,16.41,956.0,0.0,278.64,100,0,55.41
7,27.9,11.5,16.14,1000.0,0.0,261.02,100,0,51.24
8,18.7,12.5,15.01,974.0,0.0,198.01,100,1,80.01
9,26.1,9.9,17.0,1004.0,0.0,291.29,100,0,35.9
10,22.3,13.1,16.89,984.0,0.0,290.29,100,0,40.73
11,20.5,12.6,16.71,985.0,0.0,238.58,100,0,68.98
12,23.8,11.0,16.88,1018.0,0.0,302.33,100,0,37.96
13,25.2,13.4,17.49,1021.0,0.0,312.2,100,0,45.74
14,21.9,14.1,17.91,998.0,0.0,288.95,100,0,48.18
15,25.0,13.2,18.78,1027.0,0.0,336.48,100,0,33.14
16,28.7,16.1,20.58,989.0,0.0,322.28,100,0,32.58
17,24.0,16.3,19.98,1000.0,0.0,295.39,100,0,43.72
18,23.8,17.1,20.42,993.0,0.0,295.23,100,0,44.04
19,25.8,17.1,21.34,997.0,0.0,316.78,100,0,14.42
20,26.9,18.8,22.23,959.0,0.0,313.05,100,0,21.95
21,26.7,18.8,22.06,952.0,0.0,256.21,100,0,66.74
22,26.6,16.8,21.89,979.0,0.0,316.68,100,0,26.87
23,26.5,17.0,21.03,974.0,0.0,309.99,100,0,18.66
24,27.9,19.4,23.4,937.0,0.0,283.12,100,0,19.98
25,25.5,17.8,21.41,901.0,0.0,180.7,100,0,64.33
26,28.6,16.6,22.6,931.0,0.0,278.14,100,0,24.18
27,27.8,18.3,22.03,910.0,0.0,247.04,100,0,46.14
28,29.0,18.3,23.36,888.0,0.0,259.11,100,0,19.47
29,24.1,15.7,19.86,887.0,0.0,246.85,100,0,31.83
30,27.9,17.0,21.34,843.0,0.0,207.02,100,0,47.82
31,30.5,14.3,21.46,850.0,0.0,209.19,100,0,46.68
32,22.9,12.5,18.36,787.0,0.0,147.58,100,0,59.29
33,29.7,9.5,17.56,750.0,0.0,189.07,78,0,8.82
34,21.1,8.9,16.13,691.0,0.0,148.17,100,0,49.26
35,27.5,10.9,17.89,663.0,0.0,161.99,100,0,38.95
36,21.9,11.8,16.66,640.0,0.0,160.09,100,0,39.38
37,32.0,11.6,19.81,644.0,0.0,166.08,100,0,15.08
38,28.8,10.8,16.66,624.0,0.0,140.74,100,0,70.71
39,24.9,9.1,16.99,624.0,0.0,151.6,100,0,14.32
40,22.5,9.9,14.99,591.0,0.0,133.67,100,0,39.53
41,18.9,6.4,13.25,578.0,0.0,94.52,100,0,52.93
42,17.2,3.6,11.26,590.0,0.0,120.89,100,0,38.14
43,17.4,7.5,12.8,504.0,0.0,86.08,100,1,87.38
44,16.7,5.1,11.76,591.0,0.0,104.11,100,0,46.53
45,22.1,5.1,12.66,592.0,0.0,137.19,100,0,43.35
46,22.4,10.1,15.89,602.0,0.0,112.19,100,0,82.12
47,21.1,7.0,13.8,637.0,0.0,152.74,100,0,17.05
48,21.8,6.0,13.08,671.0,0.0,152.21,100,0,43.58
49,23.8,5.2,13.57,709.0,0.0,178.92,100,0,14.72
50,29.5,9.7,18.44,754.0,0.0,201.89,100,0,7.18
51,20.5,6.5,13.16,770.0,0.0,180.3,100,0,41.04
52,24.6,3.8,11.88,815.0,0.0,203.18,100,0,35.74
53,24.1,7.5,14.01,831.0,0.0,210.62,100,0,35.95
54,21.9,5.2,13.64,868.0,0.0,238.86,100,0,15.51
55,23.6,9.7,15.69,879.0,0.0,246.85,100,0,45.76
56,28.0,10.8,16.91,893.0,0.0,242.87,100,0,45.88
57,18.9,10.4,14.9,908.0,0.0,190.46,100,0,66.95
58,33.1,11.7,19.06,959.0,0.0,281.3,100,0,32.6
59,20.0,8.1,15.38,982.0,0.0,290.9,100,0,32.84
60,27.4,10.9,16.68,999.0,0.0,305.77,100,0,22.51
61,22.4,12.1,16.39,987.0,0.0,288.41,100,0,47.67
62,21.8,11.9,17.01,993.0,0.0,278.68,100,0,47.2
63,27.4,10.7,17.74,1018.0,0.0,335.24,100,0,23.1
64,19.8,13.8,16.99,981.0,0.0,251.61,100,0,64.21
65,22.0,13.4,17.54,995.0,0.0,288.01,100,0,50.61
66,23.4,14.5,18.61,1006.0,0.0,304.79,100,0,47.52
67,23.7,15.3,19.62,985.0,0.0,314.88,100,0,28.13
68,26.1,13.4,19.34,1010.0,0.0,337.21,100,0,16.98
