week_number,weekly_max_temperature,weekly_min_temperature,weekly_avg_temperature,weekly_max_irradiance,weekly_min_irradiance,weekly_avg_irradiance,weekly_max_cloud_cover,weekly_min_cloud_cover,weekly_avg_cloud_cover
1,23.8,5.6,13.21,840.0,0.0,214.62,100,0,35.26
2,15.8,4.1,10.75,722.0,0.0,170.89,100,1,70.28
3,21.1,4.8,11.9,883.0,0.0,215.94,100,0,40.73
4,29.9,6.1,13.69,943.0,0.0,239.78,100,0,28.18
5,29.6,9.6,18.58,966.0,0.0,283.15,100,0,28.71
6,27.6,10.6,17.61,961.0,0.0,282.7,100,0,54.77
7,30.1,10.4,16.12,1005.0,0.0,259.64,100,0,64.03
8,30.3,11.7,16.14,1006.0,0.0,219.85,100,0,67.45
9,34.0,8.9,17.84,1008.0,0.0,268.15,100,0,44.46
10,27.5,11.9,18.31,1008.0,0.0,310.55,100,0,43.33
11,24.6,11.5,17.41,987.0,0.0,264.92,100,0,57.58
12,24.8,10.0,17.19,1020.0,0.0,277.14,100,0,55.41
13,29.7,11.3,18.91,1027.0,0.0,324.83,100,0,43.2
14,27.6,12.5,19.21,1011.0,0.0,326.02,100,0,40.92
15,30.5,11.4,19.65,1034.0,0.0,321.49,100,0,39.8
16,37.5,14.0,23.43,1008.0,0.0,327.77,100,0,31.87
17,30.1,14.1,21.83,1009.0,0.0,299.65,100,0,39.46
18,29.8,14.9,22.36,984.0,0.0,308.93,100,0,37.48
19,30.6,14.8,23.12,1008.0,0.0,323.91,100,0,16.2
20,30.9,16.5,23.64,959.0,0.0,314.7,100,0,23.38
21,32.2,17.0,23.89,974.0,0.0,284.91,100,0,58.46
22,33.6,15.3,24.03,979.0,0.0,297.01,100,0,37.13
23,35.1,15.6,23.74,987.0,0.0,316.04,100,0,19.8
24,32.5,16.9,25.31,959.0,0.0,285.83,100,0,17.7
25,31.6,18.1,22.31,919.0,0.0,200.17,100,0,73.86
26,36.5,15.4,25.01,940.0,0.0,283.48,100,0,25.16
27,35.6,16.3,24.03,915.0,0.0,254.04,100,0,48.52
28,34.9,18.4,25.82,890.0,0.0,260.41,100,0,16.29
29,32.8,14.4,21.96,907.0,0.0,260.23,100,0,30.13
30,36.3,14.2,23.88,872.0,0.0,228.76,100,0,34.89
31,35.0,14.0,22.72,859.0,0.0,220.67,100,0,46.79
32,29.4,12.1,19.71,793.0,0.0,155.33,100,0,66.02
33,30.5,6.9,17.79,785.0,0.0,206.3,100,0,9.55
34,24.3,9.0,16.43,725.0,0.0,162.46,100,0,49.4
35,32.1,8.9,18.46,689.0,0.0,167.05,100,0,36.27
36,26.8,11.2,17.89,662.0,0.0,164.41,100,0,49.44
37,33.2,10.1,20.49,656.0,0.0,170.03,100,0,20.36
38,29.4,10.5,17.36,654.0,0.0,149.67,100,0,67.55
39,28.9,8.6,18.06,634.0,0.0,150.8,100,0,20.6
40,27.5,10.1,16.8,604.0,0.0,140.9,100,0,30.09
41,19.8,5.7,13.04,588.0,0.0,108.68,100,0,47.18
42,20.1,3.5,10.76,596.0,0.0,109.8,100,0,40.57
43,19.0,4.2,12.67,588.0,0.0,93.2,100,0,90.1
44,17.1,3.9,10.62,593.0,0.0,88.31,100,0,64.87
45,20.4,3.8,12.12,600.0,0.0,144.6,100,0,34.68
46,24.1,9.1,16.5,609.0,0.0,113.45,100,0,86.16
47,23.3,5.4,14.29,633.0,0.0,146.61,100,0,27.32
48,23.0,4.8,14.26,677.0,0.0,163.46,100,0,34.53
49,26.5,3.8,13.24,714.0,0.0,169.18,100,0,26.17
50,30.6,8.9,19.42,760.0,0.0,202.38,99,0,5.59
51,26.9,4.7,13.45,775.0,0.0,191.29,100,0,26.35
52,22.9,0.6,10.39,818.0,0.0,179.97,100,0,51.62
53,28.0,6.2,14.55,831.0,0.0,205.39,100,0,42.43
54,24.0,4.2,13.25,877.0,0.0,237.69,100,0,13.18
55,26.9,7.9,16.59,889.0,0.0,247.73,100,0,39.62
56,29.9,8.9,18.35,906.0,0.0,268.42,100,0,41.98
57,20.5,9.9,14.57,893.0,0.0,160.11,100,0,83.87
58,34.5,11.3,20.1,968.0,0.0,285.86,100,0,30.99
59,23.2,7.6,15.65,976.0,0.0,285.16,100,0,38.06
60,29.4,9.2,16.69,1004.0,0.0,296.67,100,0,35.48
61,31.0,9.9,17.79,1008.0,0.0,303.82,100,0,43.97
62,26.8,9.9,17.99,1000.0,0.0,291.75,100,0,49.81
63,32.7,8.6,19.11,1033.0,0.0,335.65,100,0,22.74
64,25.5,11.4,17.65,990.0,0.0,273.43,100,0,63.32
65,24.3,12.4,18.23,1000.0,0.0,284.52,100,0,63.17
66,26.3,12.1,19.08,1018.0,0.0,317.96,100,0,52.62
67,29.2,12.8,21.31,999.0,0.0,332.92,100,0,36.32
68,27.2,12.3,20.0,1022.0,0.0,338.49,100,0,31.62
69,33.5,15.4,24.5,1026.0,0.0,339.43,100,0,8.02
70,34.7,15.6,23.57,1000.0,0.0,330.1,100,0,24.65
71,31.3,15.9,22.33,1000.0,0.0,326.72,100,0,26.42
72,29.7,15.8,22.23,977.0,0.0,309.98,100,0,40.6
73,32.0,15.8,23.2,968.0,0.0,312.53,100,0,45.6
74,29.5,15.9,22.78,966.0,0.0,276.8,100,0,66.21
75,34.6,18.5,25.33,961.0,0.0,297.8,100,0,41.37
76,34.8,18.2,26.12,945.0,0.0,302.33,100,0,28.33
77,32.0,17.2,24.24,951.0,0.0,286.73,100,0,20.14
78,30.3,17.3,23.77,915.0,0.0,279.88,100,0,26.69
79,38.5,18.2,27.97,912.0,0.0,266.04,100,0,22.65
80,39.7,19.2,27.22,879.0,0.0,189.37,100,0,52.45
81,26.8,16.0,21.66,855.0,0.0,212.28,100,0,51.74
82,32.3,14.8,23.39,868.0,0.0,249.4,100,0,21.36
83,34.5,15.6,23.7,823.0,0.0,224.86,100,0,30.35
84,28.9,16.0,22.17,728.0,0.0,182.38,100,0,54.17
85,26.0,16.4,20.61,722.0,0.0,139.66,100,0,74.25
86,32.8,12.5,20.96,712.0,0.0,166.59,100,0,35.05
87,26.3,8.4,17.61,718.0,0.0,189.61,100,0,19.56
88,28.4,6.7,15.59,690.0,0.0,163.38,100,0,47.26
89,19.2,5.1,12.96,667.0,0.0,126.21,100,0,44.81
90,24.1,4.3,14.22,673.0,0.0,168.83,100,0,18.86
91,24.4,4.9,14.64,637.0,0.0,161.02,100,0,24.61
92,20.9,7.4,13.18,561.0,0.0,97.93,100,0,79.94
93,17.8,3.3,11.46,591.0,0.0,116.45,100,0,45.73
94,19.2,2.1,10.13,582.0,0.0,125.85,100,0,52.5
95,29.5,3.4,14.29,590.0,0.0,143.38,100,0,19.46
96,27.3,9.8,14.47,569.0,0.0,79.13,100,0,90.88
97,18.5,4.8,12.39,590.0,0.0,95.11,100,0,81.35
98,20.5,6.8,12.53,554.0,0.0,90.41,100,0,90.07
99,16.9,3.2,9.82,640.0,0.0,135.88,100,0,41.82
100,20.7,1.8,10.79,668.0,0.0,155.71,100,0,18.75
101,20.1,2.6,11.48,693.0,0.0,160.02,100,0,45.97
102,22.9,3.8,12.65,740.0,0.0,185.93,100,0,33.06
103,18.5,0.8,9.99,766.0,0.0,172.93,100,0,59.2
104,18.9,4.1,9.45,743.0,0.0,133.37,100,0,60.73
105,14.7,1.9,8.91,816.0,0.0,164.48,100,0,53.94
106,18.6,4.8,11.87,819.0,0.0,163.62,100,0,77.07
107,22.9,6.5,13.41,884.0,0.0,165.12,100,0,79.85
108,15.4,5.6,11.31,907.0,0.0,190.8,100,0,55.28
109,20.8,4.2,11.28,942.0,0.0,224.48,100,0,45.31
110,21.1,4.1,12.73,969.0,0.0,275.42,100,0,41.18
111,22.9,8.9,14.24,953.0,0.0,220.04,100,0,73.01
112,29.8,9.1,17.08,981.0,0.0,286.51,100,0,40.55
113,24.5,10.6,17.2,987.0,0.0,289.04,100,0,60.78
114,19.9,9.4,14.01,961.0,0.0,223.92,100,0,71.92
115,23.8,10.0,16.44,978.0,0.0,278.69,100,0,60.57
116,24.1,11.6,18.01,968.0,0.0,269.38,100,0,68.92
117,21.9,13.1,17.19,927.0,0.0,234.82,100,0,84.71
118,22.4,12.9,16.89,943.0,0.0,208.89,100,0,83.42
119,22.8,13.2,17.6,882.0,0.0,216.26,100,3,89.33
120,26.8,14.4,18.99,1009.0,0.0,264.24,100,0,70.82
121,26.5,12.3,18.9,1020.0,0.0,321.05,100,0,38.85
122,30.0,12.8,20.27,1012.0,0.0,332.04,100,0,33.74
123,29.3,13.4,20.36,1027.0,0.0,332.01,100,0,37.35
124,33.9,14.7,24.11,983.0,0.0,325.84,100,0,28.51
125,33.0,16.6,24.41,961.0,0.0,299.85,100,0,30.89
126,35.2,17.8,25.43,963.0,0.0,304.33,100,0,25.92
127,32.0,15.2,24.1,998.0,0.0,302.32,100,0,24.62
128,30.2,16.9,23.45,950.0,0.0,281.79,100,0,39.28
129,35.2,17.0,24.17,949.0,0.0,244.8,100,0,42.14
130,33.8,15.8,22.16,941.0,0.0,278.4,100,0,22.15
131,37.1,17.9,25.25,923.0,0.0,242.98,100,0,34.29
132,35.2,15.9,24.24,913.0,0.0,251.1,100,0,37.23
133,34.8,16.4,22.63,886.0,0.0,216.49,100,0,62.07
134,26.7,14.1,20.14,852.0,0.0,194.89,100,0,56.86
135,29.1,14.2,20.01,853.0,0.0,201.7,100,0,54.32
136,33.5,11.4,22.55,797.0,0.0,228.28,100,0,4.6
137,31.0,13.4,20.73,759.0,0.0,191.12,100,0,43.93
138,33.8,14.7,22.66,731.0,0.0,191.86,100,0,18.04
139,25.9,9.9,17.98,722.0,0.0,161.27,100,0,38.19
140,29.3,7.8,19.55,727.0,0.0,191.13,100,0,12.73
141,28.1,6.4,18.08,685.0,0.0,170.08,100,0,20.4
142,27.3,9.1,17.4,663.0,0.0,129.59,100,0,56.33
143,25.6,7.8,15.84,643.0,0.0,148.01,100,0,43.82
144,21.2,6.8,13.59,607.0,0.0,133.43,100,0,47.62
